0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
0.95,0.05,0.05,0.95
480,50,500,230,280,450,180,350,130,80,150,380,250,200,430,300,100,30,400,330
100
